loop_run1_single_reading.thisRepN,loop_run1_single_reading.thisTrialN,loop_run1_single_reading.thisN,loop_run1_single_reading.thisIndex,loop_run2_single_nback.thisRepN,loop_run2_single_nback.thisTrialN,loop_run2_single_nback.thisN,loop_run2_single_nback.thisIndex,loop_dual_task_blocks.thisRepN,loop_dual_task_blocks.thisTrialN,loop_dual_task_blocks.thisN,loop_dual_task_blocks.thisIndex,TriggerCount,TriggerTime,colour,global_onset_time,onset_time_rel2trigger,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr_exp,run_nr,block_nr_run,block_name,n-back_level,word,question,button_pressed,chosen_ans,ans_correct,participant,session,testing_mode,RT_per_rectangle_oneback_single,RT_per_rectangle_twoback_single,RT_per_letter_baseline,RT_per_letter_oneback_dual,RT_per_letter_twoback_dual,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,1,27.276006937026978,#88BA3F,31.361423015594482,4.085416078567505,None,None,None,764.7918433002164,text_10,1,1,1,1,Reading_Baseline_main_no_click,None,Von,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
0,0,0,0,,,,,,,,,,,#88BA3F,32.144181966781616,4.868175029754639,None,None,None,841.415686865115,text_10,2,1,1,1,Reading_Baseline_main_no_click,None,außen,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
0,0,0,0,,,,,,,,,,,#2AB7EF,32.99368190765381,5.717674970626831,None,None,None,764.7918433002164,text_10,3,1,1,1,Reading_Baseline_main_no_click,None,ist,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
0,0,0,0,,,,,,,,,,,#F989A2,33.7767539024353,6.500746965408325,None,None,None,868.7639203842082,text_10,4,1,1,1,Reading_Baseline_main_no_click,None,nichts,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
0,0,0,0,,,,,,,,,,,,34.70495295524597,7.428946018218994,,,,,text_10,,1,1,1,Reading_Baseline_main_no_click,None,,Q1,3,c,True,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
0,0,0,0,,,,,,,,,,,,39.63877296447754,12.362766027450562,,,,,text_10,,1,1,1,Reading_Baseline_main_no_click,None,,Q2,2,b,True,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
0,0,0,0,,,,,,,,,,,,45.632757902145386,18.356750965118408,,,,,text_10,,1,1,1,Reading_Baseline_main_no_click,None,,Q3,1,a,False,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
1,0,1,0,,,,,,,,,,,#D292F3,51.88860893249512,24.61260199546814,None,None,None,764.7918433002164,pseudo_text_05,1,2,1,2,Reading_pseudotext_no_click,None,Die,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
1,0,1,0,,,,,,,,,,,#D292F3,52.67254996299744,25.39654302597046,None,None,None,972.7359974682,pseudo_text_05,2,2,1,2,Reading_pseudotext_no_click,None,"Amelniböste,",,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
1,0,1,0,,,,,,,,,,,#F989A2,53.65496587753296,26.37895894050598,None,None,None,868.7639203842082,pseudo_text_05,3,2,1,2,Reading_pseudotext_no_click,None,welche,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
1,0,1,0,,,,,,,,,,,#2AB7EF,54.53775095939636,27.261744022369385,None,None,None,868.7639203842082,pseudo_text_05,4,2,1,2,Reading_pseudotext_no_click,None,stetom,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,0,0,0,0,,,,,1,58.51801896095276,#F989A2,60.767595052719116,2.2495760917663574,False,correct rejection,None,1503.0,,1,3,2,1,2back_single_main_no_click,2,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,0,0,0,0,,,,,,,#88BA3F,62.50046491622925,3.9824459552764893,False,correct rejection,None,1506.0,,2,3,2,1,2back_single_main_no_click,2,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,0,0,0,0,,,,,,,#D292F3,64.23336601257324,5.715347051620483,False,correct rejection,None,1509.0,,3,3,2,1,2back_single_main_no_click,2,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,0,0,0,0,,,,,,,#F989A2,65.96623706817627,7.448218107223511,False,correct rejection,None,1512.0,,4,3,2,1,2back_single_main_no_click,2,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,1,0,1,0,,,,,,,#F989A2,69.91538000106812,11.397361040115356,False,correct rejection,None,1002.9999999999999,,1,4,2,2,1back_single_main_no_click,1,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,1,0,1,0,,,,,,,#2AB7EF,71.14824891090393,12.630229949951172,False,correct rejection,None,1006.0,,2,4,2,2,1back_single_main_no_click,1,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,1,0,1,0,,,,,,,#D292F3,72.38124990463257,13.86323094367981,False,correct rejection,None,1008.9999999999999,,3,4,2,2,1back_single_main_no_click,1,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,1,0,1,0,,,,,,,#F989A2,73.61421298980713,15.09619402885437,False,false alarm,449.8131275177002,1012.0,,4,4,2,2,1back_single_main_no_click,1,,,1,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,2,0,2,0,,,,,,,#2AB7EF,77.04665303230286,18.528634071350098,False,correct rejection,None,1002.9999999999999,,1,5,2,3,1back_single_main_no_click,1,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,2,0,2,0,,,,,,,#88BA3F,78.27968788146973,19.761668920516968,False,correct rejection,None,1006.0,,2,5,2,3,1back_single_main_no_click,1,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,2,0,2,0,,,,,,,#F989A2,79.5127010345459,20.99468207359314,False,correct rejection,None,1008.9999999999999,,3,5,2,3,1back_single_main_no_click,1,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,2,0,2,0,,,,,,,#88BA3F,80.74574089050293,22.22772192955017,False,false alarm,116.54281616210938,1012.0,,4,5,2,3,1back_single_main_no_click,1,,,1,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,3,0,3,0,,,,,,,#88BA3F,84.1949520111084,25.67693305015564,False,correct rejection,None,1503.0,,1,6,2,4,2back_single_main_no_click,2,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,3,0,3,0,,,,,,,#2AB7EF,85.92780303955078,27.409784078598022,False,correct rejection,None,1506.0,,2,6,2,4,2back_single_main_no_click,2,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,3,0,3,0,,,,,,,#D292F3,87.66072392463684,29.142704963684082,False,correct rejection,None,1509.0,,3,6,2,4,2back_single_main_no_click,2,,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,3,0,3,0,,,,,,,#88BA3F,89.39471387863159,30.876694917678833,False,false alarm,615.2629852294922,1512.0,,4,6,2,4,2back_single_main_no_click,2,,,1,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,1,93.35912895202637,#88BA3F,95.40028691291809,2.0411579608917236,False,correct rejection,None,1012.6988242381381,text_04,1,7,3,1,1back_dual_main_no_click,1,Jerry,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,#2AB7EF,96.42822194099426,3.0690929889678955,False,correct rejection,None,1100.2994775023703,text_04,2,7,3,1,1back_dual_main_no_click,1,Robinson,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,#F989A2,97.54367399215698,4.184545040130615,False,correct rejection,None,926.7502119602598,text_04,3,7,3,1,1back_dual_main_no_click,1,war,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,#88BA3F,98.47652006149292,5.117391109466553,False,false alarm,531.182050704956,981.5329850015803,text_04,4,7,3,1,1back_dual_main_no_click,1,erst,,1,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,#2AB7EF,99.47667288780212,6.117543935775757,False,correct rejection,None,932.7502119602598,text_04,5,7,3,1,1back_dual_main_no_click,1,"17,",,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,#D292F3,100.42605400085449,7.066925048828125,False,correct rejection,None,935.7502119602598,text_04,6,7,3,1,1back_dual_main_no_click,1,als,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,#D292F3,101.37538409233093,8.016255140304565,True,hit,814.781904220581,900.0,text_04,7,7,3,1,1back_dual_main_no_click,1,er,,1,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,#88BA3F,102.29235506057739,8.933226108551025,False,correct rejection,None,941.7502119602598,text_04,8,7,3,1,1back_dual_main_no_click,1,die,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,#2AB7EF,103.24271202087402,9.883583068847656,False,correct rejection,None,1161.4653167389283,text_04,9,7,3,1,1back_dual_main_no_click,1,wichtigste,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,#F989A2,104.40875601768494,11.04962706565857,False,correct rejection,None,1197.28319696184,text_04,10,7,3,1,1back_dual_main_no_click,1,Entscheidung,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,,105.66078591346741,47.14276695251465,,,,,text_04,,7,1,3,1back_dual_main_no_click,2,,Q1,1,a,False,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,,107.83548188209534,49.31746292114258,,,,,text_04,,7,1,3,1back_dual_main_no_click,2,,Q2,1,a,True,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,,109.39689302444458,50.87887406349182,,,,,text_04,,7,1,3,1back_dual_main_no_click,2,,Q3,1,a,False,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,1,114.13715291023254,#D292F3,116.17651295661926,2.0393600463867188,False,correct rejection,None,920.7502119602598,text_08,1,8,4,1,1back_dual_main_no_click,1,Ein,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,#F989A2,117.10644793510437,2.969295024871826,False,correct rejection,None,1076.2638268299563,text_08,2,8,4,1,1back_dual_main_no_click,1,solcher,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,#2AB7EF,118.18870806694031,4.051555156707764,False,correct rejection,None,1079.2638268299563,text_08,3,8,4,1,1back_dual_main_no_click,1,Anblick,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,#2AB7EF,119.27190399169922,5.134751081466675,True,hit,563.7831687927246,1021.698824238138,text_08,4,8,4,1,1back_dual_main_no_click,1,lässt,,1,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,#D292F3,120.30410194396973,6.166949033737183,False,correct rejection,None,1057.5167044610498,text_08,5,8,4,1,1back_dual_main_no_click,1,selbst,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,#88BA3F,121.37125205993652,7.2340991497039795,False,correct rejection,None,1088.2638268299563,text_08,6,8,4,1,1back_dual_main_no_click,1,Indiana,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,#2AB7EF,122.47046208381653,8.333309173583984,False,correct rejection,None,1030.698824238138,text_08,7,8,4,1,1back_dual_main_no_click,1,Jones,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,#D292F3,123.50366401672363,9.366511106491089,False,correct rejection,None,1118.2994775023703,text_08,8,8,4,1,1back_dual_main_no_click,1,Kinnlade,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,#88BA3F,124.63730788230896,10.500154972076416,False,correct rejection,None,1246.0659700031606,text_08,9,8,4,1,1back_dual_main_no_click,1,herunterklappen:,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,#F989A2,125.88650488853455,11.749351978302002,False,correct rejection,None,999.5329850015803,text_08,10,8,4,1,1back_dual_main_no_click,1,Nach,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,,126.94411396980286,68.4260950088501,,,,,text_08,,8,1,3,1back_dual_main_no_click,2,,Q1,1,a,False,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,,128.24410104751587,69.72608208656311,,,,,text_08,,8,1,3,1back_dual_main_no_click,2,,Q2,1,a,True,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,,130.0581030845642,71.54008412361145,,,,,text_08,,8,1,3,1back_dual_main_no_click,2,,Q3,1,a,False,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,1,133.88211488723755,#2AB7EF,135.9211778640747,2.039062976837158,False,correct rejection,None,1073.708580620303,text_03,1,9,5,1,2back_dual_main_no_click,2,Sie,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,#88BA3F,137.00089502334595,3.1187801361083984,False,correct rejection,None,1282.6827237527655,text_03,2,9,5,1,2back_dual_main_no_click,2,besuchte,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,#F989A2,138.29964900016785,4.417534112930298,False,correct rejection,None,1079.708580620303,text_03,3,9,5,1,2back_dual_main_no_click,2,ihn,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,#D292F3,139.3839750289917,5.50186014175415,False,correct rejection,None,1082.708580620303,text_03,4,9,5,1,2back_dual_main_no_click,2,oft,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,#D292F3,140.48211789131165,6.600003004074097,False,correct rejection,None,1050.0,text_03,5,9,5,1,2back_dual_main_no_click,2,in,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,#2AB7EF,141.54891800880432,7.6668031215667725,False,false alarm,881.0081481933594,1234.2694885378914,text_03,6,9,5,1,2back_dual_main_no_click,2,seinem,,1,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,#88BA3F,142.79869890213013,8.916584014892578,False,correct rejection,None,1152.1218158351771,text_03,7,9,5,1,2back_dual_main_no_click,2,Haus,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,#88BA3F,143.96481204032898,10.08269715309143,False,correct rejection,None,1094.708580620303,text_03,8,9,5,1,2back_dual_main_no_click,2,und,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,#F989A2,145.0646460056305,11.182531118392944,False,correct rejection,None,1204.981961611161,text_03,9,9,5,1,2back_dual_main_no_click,2,bekam,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,#F989A2,146.28111505508423,12.39900016784668,False,correct rejection,None,1246.2694885378914,text_03,10,9,5,1,2back_dual_main_no_click,2,Briefe,,NA,,,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,,147.56627202033997,89.0482530593872,,,,,text_03,,9,1,3,2back_dual_main_no_click,2,,Q1,1,a,False,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,,148.7564880847931,90.23846912384033,,,,,text_03,,9,1,3,2back_dual_main_no_click,2,,Q2,1,a,True,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
,,,,,,,,2,0,2,0,,,,149.82104301452637,91.30302405357361,,,,,text_03,,9,1,3,2back_dual_main_no_click,2,,Q3,1,a,True,ya35,001,yes,1000,1500,150,180,210,2024-07-30_21h12.18.247,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.01533900342266,
