loop_run1_single_reading.thisRepN,loop_run1_single_reading.thisTrialN,loop_run1_single_reading.thisN,loop_run1_single_reading.thisIndex,loop_run2_single_nback.thisRepN,loop_run2_single_nback.thisTrialN,loop_run2_single_nback.thisN,loop_run2_single_nback.thisIndex,loop_dual_task_blocks.thisRepN,loop_dual_task_blocks.thisTrialN,loop_dual_task_blocks.thisN,loop_dual_task_blocks.thisIndex,TriggerCount,TriggerTime,colour,global_onset_time,onset_time_rel2trigger,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr_exp,run_nr,block_nr_run,block_name,n-back_level,word,question,button_pressed,chosen_ans,ans_correct,participant,session,testing_mode,RT_per_rectangle_oneback_single,RT_per_rectangle_twoback_single,RT_per_letter_baseline,RT_per_letter_oneback_dual,RT_per_letter_twoback_dual,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,1,1.8708469867706299,#88BA3F,12.753951072692871,10.883104085922241,None,None,None,458.8751059801299,text_08,1,1,1,1,Reading_Baseline_main_no_click,None,Ein,,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
0,0,0,0,,,,,,,,,,,#D292F3,13.220393896102905,11.349546909332275,None,None,None,535.1319134149782,text_08,2,1,1,1,Reading_Baseline_main_no_click,None,solcher,,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
0,0,0,0,,,,,,,,,,,#F989A2,13.76959490776062,11.89874792098999,None,None,None,535.1319134149782,text_08,3,1,1,1,Reading_Baseline_main_no_click,None,Anblick,,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
0,0,0,0,,,,,,,,,,,#D292F3,14.319302082061768,12.448455095291138,None,None,None,504.849412119069,text_08,4,1,1,1,Reading_Baseline_main_no_click,None,lässt,,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
0,0,0,0,,,,,,,,,,,,14.889933109283447,13.019086122512817,,,,,text_08,,1,1,1,Reading_Baseline_main_no_click,None,,Q1,2,b,True,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
0,0,0,0,,,,,,,,,,,,19.66260600090027,17.79175901412964,,,,,text_08,,1,1,1,Reading_Baseline_main_no_click,None,,Q2,2,b,False,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
0,0,0,0,,,,,,,,,,,,21.73309898376465,19.86225199699402,,,,,text_08,,1,1,1,Reading_Baseline_main_no_click,None,,Q3,2,b,False,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
1,0,1,0,,,,,,,,,,,#2AB7EF,32.218425035476685,30.347578048706055,None,None,None,458.8751059801299,pseudo_text_05,1,2,1,2,Reading_pseudotext_no_click,None,Die,,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
1,0,1,0,,,,,,,,,,,#2AB7EF,32.681376934051514,30.810529947280884,None,None,None,583.64159848092,pseudo_text_05,2,2,1,2,Reading_pseudotext_no_click,None,"Amelniböste,",,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
1,0,1,0,,,,,,,,,,,#88BA3F,33.28136706352234,31.41052007675171,None,None,None,521.2583522305249,pseudo_text_05,3,2,1,2,Reading_pseudotext_no_click,None,welche,,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
1,0,1,0,,,,,,,,,,,#F989A2,33.81340003013611,31.94255304336548,None,None,None,521.2583522305249,pseudo_text_05,4,2,1,2,Reading_pseudotext_no_click,None,stetom,,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ya27,001,yes,90,90,90,90,90,2024-07-30_18h17.45.465,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,60.06406942525114,
