loop_run1_single_reading.thisRepN,loop_run1_single_reading.thisTrialN,loop_run1_single_reading.thisN,loop_run1_single_reading.thisIndex,loop_run2_single_nback.thisRepN,loop_run2_single_nback.thisTrialN,loop_run2_single_nback.thisN,loop_run2_single_nback.thisIndex,loop_dual_task_blocks.thisRepN,loop_dual_task_blocks.thisTrialN,loop_dual_task_blocks.thisN,loop_dual_task_blocks.thisIndex,TriggerCount,TriggerTime,colour,global_onset_time,onset_time_rel2trigger,target,nback_response,nback_RT,duration,text_nr,trial_nr,block_nr_exp,run_nr,block_nr_run,block_name,n-back_level,word,question,button_pressed,chosen_ans,ans_correct,participant,session,testing_mode,RT_per_rectangle_oneback_single,RT_per_rectangle_twoback_single,RT_per_letter_baseline,RT_per_letter_oneback_dual,RT_per_letter_twoback_dual,date,expName,psychopyVersion,frameRate,
0,0,0,0,,,,,,,,,1,279.77206897735596,#88BA3F,290.6256790161133,10.853610038757324,None,None,None,749.1846787809695,text_02,1,1,1,1,Reading_Baseline_main_no_click,None,Zwanzig,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
0,0,0,0,,,,,,,,,,,#D292F3,291.3833210468292,11.611252069473267,None,None,None,706.7891769666967,text_02,2,1,1,1,Reading_Baseline_main_no_click,None,Jahre,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
0,0,0,0,,,,,,,,,,,#88BA3F,292.1027810573578,12.330712080001831,None,None,None,794.1257217172498,text_02,3,1,1,1,Reading_Baseline_main_no_click,None,verbrachte,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
0,0,0,0,,,,,,,,,,,#F989A2,292.90288400650024,13.130815029144287,None,None,None,729.7616931227349,text_02,4,1,1,1,Reading_Baseline_main_no_click,None,Ernest,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
0,0,0,0,,,,,,,,,,,#2AB7EF,293.64843797683716,13.876368999481201,None,None,None,780.8502967443637,text_02,5,1,1,1,Reading_Baseline_main_no_click,None,Hemingway,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
0,0,0,0,,,,,,,,,,,#2AB7EF,294.43476915359497,14.662700176239014,None,None,None,642.4251483721819,text_02,6,1,1,1,Reading_Baseline_main_no_click,None,auf,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
0,0,0,0,,,,,,,,,,,#88BA3F,295.08771800994873,15.315649032592773,None,None,None,706.7891769666967,text_02,7,1,1,1,Reading_Baseline_main_no_click,None,Kuba.,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
0,0,0,0,,,,,,,,,,,#F989A2,295.80706095695496,16.034991979599,None,None,None,642.4251483721819,text_02,8,1,1,1,Reading_Baseline_main_no_click,None,Die,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
0,0,0,0,,,,,,,,,,,#D292F3,296.46022510528564,16.688156127929688,None,None,None,729.7616931227349,text_02,9,1,1,1,Reading_Baseline_main_no_click,None,meiste,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
0,0,0,0,,,,,,,,,,,#88BA3F,297.19289994239807,17.420830965042114,None,None,None,678.6730895011062,text_02,10,1,1,1,Reading_Baseline_main_no_click,None,Zeit,,,,,OA03,001,no,1500,2000,126,345,424,2024-08-26_10h59.12.363,EXNAT_3_fMRI_Psychopy2023.1.3,2023.1.3,74.98277523423715,
